country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
IN,India,Andaman and Nicobar Islands,North and Middle Andaman,,,,ChIJs5lpAH2kjzARilD7p7n6fns,16-04-2021,,,,,23,
IN,India,Andaman and Nicobar Islands,North and Middle Andaman,,,,ChIJs5lpAH2kjzARilD7p7n6fns,17-04-2021,,,,,46,
IN,India,Andaman and Nicobar Islands,North and Middle Andaman,,,,ChIJs5lpAH2kjzARilD7p7n6fns,19-04-2021,,,,,20,
IN,India,Andaman and Nicobar Islands,North and Middle Andaman,,,,ChIJs5lpAH2kjzARilD7p7n6fns,20-04-2021,,,,,29,
IN,India,Andaman and Nicobar Islands,North and Middle Andaman,,,,ChIJs5lpAH2kjzARilD7p7n6fns,21-04-2021,,,,,6,
IN,India,Andaman and Nicobar Islands,North and Middle Andaman,,,,ChIJs5lpAH2kjzARilD7p7n6fns,22-04-2021,,,,,17,
IN,India,Andaman and Nicobar Islands,North and Middle Andaman,,,,ChIJs5lpAH2kjzARilD7p7n6fns,23-04-2021,,,,,28,
IN,India,Andaman and Nicobar Islands,North and Middle Andaman,,,,ChIJs5lpAH2kjzARilD7p7n6fns,24-04-2021,,,,,25,
IN,India,Andaman and Nicobar Islands,North and Middle Andaman,,,,ChIJs5lpAH2kjzARilD7p7n6fns,26-04-2021,,,,,18,
IN,India,Andaman and Nicobar Islands,North and Middle Andaman,,,,ChIJs5lpAH2kjzARilD7p7n6fns,27-04-2021,,,,,15,
IN,India,Andaman and Nicobar Islands,North and Middle Andaman,,,,ChIJs5lpAH2kjzARilD7p7n6fns,28-04-2021,,,,,11,
IN,India,Andaman and Nicobar Islands,North and Middle Andaman,,,,ChIJs5lpAH2kjzARilD7p7n6fns,29-04-2021,,,,,16,
IN,India,Andaman and Nicobar Islands,North and Middle Andaman,,,,ChIJs5lpAH2kjzARilD7p7n6fns,30-04-2021,,,,,26,
IN,India,Andaman and Nicobar Islands,North and Middle Andaman,,,,ChIJs5lpAH2kjzARilD7p7n6fns,01-05-2021,,,,,33,
IN,India,Andaman and Nicobar Islands,North and Middle Andaman,,,,ChIJs5lpAH2kjzARilD7p7n6fns,03-05-2021,,,,,-14,
IN,India,Andaman and Nicobar Islands,North and Middle Andaman,,,,ChIJs5lpAH2kjzARilD7p7n6fns,04-05-2021,,,,,-15,
IN,India,Andaman and Nicobar Islands,North and Middle Andaman,,,,ChIJs5lpAH2kjzARilD7p7n6fns,05-05-2021,,,,,-12,
IN,India,Andaman and Nicobar Islands,North and Middle Andaman,,,,ChIJs5lpAH2kjzARilD7p7n6fns,06-05-2021,,,,,-18,
IN,India,Andaman and Nicobar Islands,North and Middle Andaman,,,,ChIJs5lpAH2kjzARilD7p7n6fns,07-05-2021,,,,,-13,
IN,India,Andaman and Nicobar Islands,North and Middle Andaman,,,,ChIJs5lpAH2kjzARilD7p7n6fns,08-05-2021,,,,,-8,
IN,India,Andaman and Nicobar Islands,North and Middle Andaman,,,,ChIJs5lpAH2kjzARilD7p7n6fns,10-05-2021,,,,,-6,
IN,India,Andaman and Nicobar Islands,North and Middle Andaman,,,,ChIJs5lpAH2kjzARilD7p7n6fns,11-05-2021,,,,,-4,
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,01-01-2021,-4,,-24,16,16,14
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,02-01-2021,5,,-27,67,34,12
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,03-01-2021,-3,,-10,58,23,12
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,04-01-2021,2,,-32,63,34,12
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,05-01-2021,-7,,-30,60,30,12
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,06-01-2021,4,,-29,60,33,12
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,07-01-2021,0,,-26,63,34,12
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,08-01-2021,7,,-30,28,37,12
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,09-01-2021,9,,-25,62,19,12
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,10-01-2021,-3,,-6,51,25,11
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,11-01-2021,7,,-30,58,38,12
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,12-01-2021,0,,-34,55,29,11
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,13-01-2021,12,,-28,59,28,10
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,14-01-2021,-10,,-19,23,-33,19
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,15-01-2021,7,,-34,7,20,10
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,16-01-2021,4,,-33,35,19,10
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,17-01-2021,-5,,-8,35,9,11
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,18-01-2021,5,,-30,41,23,11
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,19-01-2021,0,,-27,41,21,11
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,20-01-2021,6,,-28,44,26,10
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,21-01-2021,6,,-26,43,27,10
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,22-01-2021,11,,-29,18,30,10
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,23-01-2021,11,,-26,53,25,10
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,24-01-2021,2,,-7,48,20,10
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,25-01-2021,15,,-23,59,29,10
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,26-01-2021,-1,,-2,34,-37,19
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,27-01-2021,10,,-20,57,29,10
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,28-01-2021,11,,-19,47,30,10
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,29-01-2021,14,,-25,20,32,8
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,30-01-2021,14,,-26,55,30,6
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,31-01-2021,13,,-5,52,23,5
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,01-02-2021,19,,-26,52,27,5
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,02-02-2021,6,,-26,53,22,3
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,03-02-2021,8,,-26,53,25,4
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,04-02-2021,4,,-26,42,23,5
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,05-02-2021,8,,-27,18,27,6
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,06-02-2021,14,,-26,53,25,6
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,07-02-2021,3,,-5,52,17,6
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,08-02-2021,3,,-31,45,23,7
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,09-02-2021,8,,-26,58,24,5
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,10-02-2021,10,,-23,57,27,6
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,11-02-2021,11,,-20,57,27,5
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,12-02-2021,23,,-15,25,29,5
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,13-02-2021,19,,-17,54,11,8
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,14-02-2021,19,,8,56,13,6
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,15-02-2021,15,,-22,54,24,7
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,16-02-2021,12,,-19,58,20,5
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,17-02-2021,20,,-17,64,25,5
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,18-02-2021,19,,-17,59,24,5
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,19-02-2021,22,,-17,24,26,6
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,20-02-2021,25,,-12,62,26,5
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,21-02-2021,17,,15,70,18,7
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,22-02-2021,18,,-9,63,24,6
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,23-02-2021,14,,-10,66,22,5
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,24-02-2021,21,,-6,72,26,5
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,25-02-2021,19,,-6,65,27,6
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,26-02-2021,17,,-8,27,28,6
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,27-02-2021,20,,-9,64,25,8
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,28-02-2021,18,,14,65,22,7
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,01-03-2021,22,,-7,69,29,7
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,02-03-2021,21,,-7,73,25,6
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,03-03-2021,25,,-5,76,25,6
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,04-03-2021,23,,-10,68,27,6
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,05-03-2021,24,,-11,30,31,6
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,06-03-2021,27,,-8,67,31,5
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,07-03-2021,25,,9,72,15,6
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,08-03-2021,21,,-10,60,27,6
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,09-03-2021,16,,-9,62,23,6
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,10-03-2021,27,,-6,75,28,5
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,11-03-2021,25,,-1,71,15,8
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,12-03-2021,30,,-12,28,27,6
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,13-03-2021,28,,-6,69,15,8
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,14-03-2021,22,,18,71,15,7
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,15-03-2021,27,,-8,65,29,7
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,16-03-2021,21,,-9,61,24,7
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,17-03-2021,28,,-4,70,30,6
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,18-03-2021,27,,0,66,31,5
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,19-03-2021,34,,-6,29,33,6
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,20-03-2021,33,,0,69,31,6
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,21-03-2021,29,,27,60,19,7
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,22-03-2021,24,,-3,64,32,5
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,23-03-2021,22,,-7,63,27,6
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,24-03-2021,38,,-8,68,31,5
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,25-03-2021,38,,-6,62,31,6
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,26-03-2021,31,,-13,22,29,5
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,27-03-2021,41,,-5,61,28,2
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,28-03-2021,36,,23,65,24,5
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,29-03-2021,-1,,1,32,-49,22
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,30-03-2021,33,,-5,69,28,6
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,31-03-2021,28,,-7,73,29,6
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,01-04-2021,29,,-13,70,32,7
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,02-04-2021,23,,-16,17,-26,19
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,03-04-2021,45,,-11,72,28,8
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,04-04-2021,33,,11,65,18,9
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,05-04-2021,47,,-11,72,34,8
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,06-04-2021,38,,-11,70,29,6
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,07-04-2021,37,,-8,74,31,6
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,08-04-2021,40,,-10,65,35,7
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,09-04-2021,44,,-20,29,37,9
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,10-04-2021,44,,-16,67,20,11
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,11-04-2021,34,,6,50,21,10
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,12-04-2021,49,,-15,62,32,8
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,13-04-2021,40,,-15,60,18,9
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,14-04-2021,23,,-17,45,-24,18
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,15-04-2021,31,,-18,54,30,9
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,16-04-2021,13,,-29,12,32,14
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,17-04-2021,22,,-28,48,30,13
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,18-04-2021,8,,-12,38,17,14
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,19-04-2021,20,,-27,42,26,12
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,20-04-2021,15,,-30,40,21,12
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,21-04-2021,17,,-30,37,11,14
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,22-04-2021,11,,-36,33,21,14
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,23-04-2021,14,,-38,-3,22,15
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,24-04-2021,2,,-41,22,13,18
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,25-04-2021,-17,,-37,1,7,19
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,26-04-2021,3,,-37,18,18,16
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,27-04-2021,-2,,-45,13,14,16
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,28-04-2021,-1,,-44,14,13,17
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,29-04-2021,3,,-44,12,14,18
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,30-04-2021,10,,-45,-10,16,18
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,01-05-2021,22,,-46,20,1,18
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,02-05-2021,-65,,-60,-33,-21,29
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,03-05-2021,-56,,-61,-31,-21,33
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,04-05-2021,-53,,-58,-25,-22,30
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,05-05-2021,-51,,-57,-22,-21,30
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,06-05-2021,-51,,-57,-23,-22,30
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,07-05-2021,-51,,-61,-42,-21,33
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,08-05-2021,-52,,-59,-22,-29,33
