country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,09-05-2021,-56,,-56,-29,-16,29
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,10-05-2021,-49,,-57,-25,-19,32
IN,India,Andaman and Nicobar Islands,South Andaman,,,,ChIJEU2QUeUOjzAR9ynzlt7zsYk,11-05-2021,-48,,-56,-21,-23,31
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,01-01-2021,-16,24,-5,-7,-22,13
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,02-01-2021,-21,27,-15,-2,-1,11
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,03-01-2021,-21,21,-6,1,8,8
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,04-01-2021,-18,27,-14,1,-3,10
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,05-01-2021,-20,24,-15,-2,-5,10
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,06-01-2021,-17,29,-9,-2,-4,9
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,07-01-2021,-14,31,-10,-1,-6,10
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,08-01-2021,-13,33,-8,1,-5,9
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,09-01-2021,-12,33,-6,0,-11,9
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,10-01-2021,-8,28,-1,1,12,5
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,11-01-2021,-5,38,-4,2,-4,7
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,12-01-2021,2,52,1,11,-10,6
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,13-01-2021,-6,40,-2,2,-32,8
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,14-01-2021,-20,11,3,-13,-55,12
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,15-01-2021,-25,7,3,-18,-51,11
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,16-01-2021,-19,15,0,-8,-29,6
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,17-01-2021,-22,9,-1,-1,-8,2
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,18-01-2021,-16,23,-8,-2,-12,5
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,19-01-2021,-18,23,-10,-9,-11,7
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,20-01-2021,-18,26,-11,-8,-8,7
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,21-01-2021,-18,24,-14,-11,-8,9
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,22-01-2021,-19,23,-13,-11,-6,10
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,23-01-2021,-18,22,-9,-7,-4,8
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,24-01-2021,-20,17,-1,-8,3,6
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,25-01-2021,-16,24,-7,-8,-6,8
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,26-01-2021,-17,23,0,-12,-30,12
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,27-01-2021,-19,25,-12,-9,-4,8
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,28-01-2021,-18,25,-14,-10,-5,9
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,29-01-2021,-18,26,-16,-10,-4,8
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,30-01-2021,-19,29,-12,-6,0,5
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,31-01-2021,-19,25,-7,-5,5,3
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,01-02-2021,-18,31,-14,-6,-5,4
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,02-02-2021,-18,33,-13,-7,-6,4
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,03-02-2021,-18,33,-16,-9,-6,4
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,04-02-2021,-18,32,-19,-10,-8,5
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,05-02-2021,-17,31,-18,-10,-6,6
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,06-02-2021,-17,30,-16,-6,-3,4
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,07-02-2021,-18,21,-8,-6,-1,3
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,08-02-2021,-18,27,-17,-5,-10,4
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,09-02-2021,-20,26,-16,-8,-14,4
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,10-02-2021,-17,32,-17,-7,-8,4
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,11-02-2021,-17,32,-18,-8,-6,6
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,12-02-2021,-8,32,-14,1,-8,4
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,13-02-2021,-12,25,-7,-2,-20,4
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,14-02-2021,-8,24,0,2,-2,1
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,15-02-2021,-13,28,-11,-1,-7,3
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,16-02-2021,-15,27,-11,-2,-9,3
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,17-02-2021,-16,29,-13,-5,-9,4
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,18-02-2021,-14,35,-14,-2,-7,5
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,19-02-2021,-16,25,-18,-5,-5,7
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,20-02-2021,-14,28,-12,-1,-2,5
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,21-02-2021,-17,20,-7,-4,-3,3
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,22-02-2021,-14,29,-11,-1,-5,4
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,23-02-2021,-15,27,-11,-4,-5,4
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,24-02-2021,-15,31,-13,-5,-3,4
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,25-02-2021,-15,30,-15,-5,-5,5
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,26-02-2021,-14,30,-15,-4,-3,6
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,27-02-2021,-14,28,-10,-3,-2,4
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,28-02-2021,-14,25,-6,-2,2,3
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,01-03-2021,-15,30,-12,-2,-1,4
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,02-03-2021,-15,31,-12,-4,-3,4
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,03-03-2021,-15,34,-13,-5,-2,4
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,04-03-2021,-14,35,-14,-4,-3,5
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,05-03-2021,-18,28,-16,-13,-13,9
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,06-03-2021,-13,33,-10,-2,4,4
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,07-03-2021,-15,28,-4,-3,3,4
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,08-03-2021,-14,31,-10,-3,-4,4
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,09-03-2021,-14,32,-10,-1,-7,4
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,10-03-2021,-20,31,-9,-4,-24,7
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,11-03-2021,-12,26,-2,-6,-36,9
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,12-03-2021,-11,31,-9,-3,-11,6
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,13-03-2021,-12,30,-11,-6,-13,7
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,14-03-2021,-15,23,-9,-3,-1,4
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,15-03-2021,-12,30,-12,-1,-4,5
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,16-03-2021,-15,28,-14,-5,-6,5
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,17-03-2021,-15,32,-15,-6,-2,5
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,18-03-2021,-14,32,-16,-5,-3,6
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,19-03-2021,-12,33,-16,-4,0,7
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,20-03-2021,-13,30,-11,-2,3,5
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,21-03-2021,-15,26,-7,-5,2,5
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,22-03-2021,-15,30,-13,-3,-1,5
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,23-03-2021,-16,30,-13,-4,-3,5
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,24-03-2021,-13,33,-14,-4,-2,5
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,25-03-2021,-11,35,-16,-3,-2,6
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,26-03-2021,-18,21,-20,-16,-13,11
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,27-03-2021,-11,31,-12,-1,1,5
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,28-03-2021,-16,21,-8,-6,4,5
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,29-03-2021,-13,29,-13,-9,-19,9
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,30-03-2021,-16,28,-14,-6,-3,5
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,31-03-2021,-15,29,-15,-7,-4,5
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,01-04-2021,-13,34,-16,-4,-4,6
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,02-04-2021,-11,36,-15,-9,-27,12
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,03-04-2021,-12,33,-11,-2,0,5
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,04-04-2021,-15,25,-9,-4,0,5
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,05-04-2021,-13,33,-13,-7,-18,9
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,06-04-2021,-13,34,-10,-2,-4,5
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,07-04-2021,-14,34,-11,-3,-8,5
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,08-04-2021,-15,32,-17,-8,-17,7
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,09-04-2021,1,37,-16,-1,-4,7
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,10-04-2021,-8,34,-13,-2,-9,7
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,11-04-2021,-12,27,-12,-6,4,7
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,12-04-2021,-4,49,-9,1,-9,6
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,13-04-2021,-17,19,-11,-15,-46,13
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,14-04-2021,-19,27,-16,-11,-32,10
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,15-04-2021,-15,35,-18,-5,-7,7
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,16-04-2021,-18,32,-20,-9,-6,10
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,17-04-2021,-21,28,-19,-11,-4,10
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,18-04-2021,-27,19,-21,-14,-4,10
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,19-04-2021,-22,28,-21,-12,-8,10
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,20-04-2021,-22,32,-21,-12,-13,10
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,21-04-2021,-31,20,-28,-24,-35,17
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,22-04-2021,-27,26,-28,-17,-16,12
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,23-04-2021,-30,22,-30,-20,-16,15
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,24-04-2021,-34,19,-30,-22,-16,15
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,25-04-2021,-40,9,-32,-27,-13,14
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,26-04-2021,-34,21,-30,-24,-20,15
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,27-04-2021,-38,15,-32,-26,-25,16
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,28-04-2021,-39,17,-33,-28,-26,16
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,29-04-2021,-38,16,-36,-28,-27,18
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,30-04-2021,-38,18,-35,-27,-25,18
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,01-05-2021,-42,14,-34,-29,-34,19
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,02-05-2021,-45,6,-36,-31,-19,16
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,03-05-2021,-40,14,-34,-30,-31,18
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,04-05-2021,-40,20,-34,-30,-34,17
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,05-05-2021,-59,-10,-46,-43,-41,22
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,06-05-2021,-56,-4,-44,-41,-41,23
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,07-05-2021,-57,-3,-45,-42,-40,24
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,08-05-2021,-58,-8,-46,-44,-43,25
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,09-05-2021,-58,-9,-44,-42,-27,20
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,10-05-2021,-57,-9,-44,-43,-40,24
IN,India,Andhra Pradesh,,,IN-AP,,ChIJf9STrvhGNToRg82tlb670TM,11-05-2021,-57,-7,-44,-43,-42,23
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,01-01-2021,-21,65,18,-3,-22,16
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,02-01-2021,-25,56,12,-2,1,12
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,03-01-2021,-26,53,29,3,8,11
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,04-01-2021,-24,60,8,2,0,12
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,05-01-2021,-25,56,9,-1,-2,12
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,06-01-2021,-23,63,4,-3,0,14
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,07-01-2021,-25,56,4,-5,-6,16
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,08-01-2021,-19,73,15,4,-2,10
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,09-01-2021,-24,59,18,-5,-9,13
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,10-01-2021,-26,54,29,-4,18,10
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,11-01-2021,-20,66,17,-4,1,12
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,12-01-2021,-18,75,23,-1,-6,11
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,13-01-2021,-22,74,11,-7,-21,14
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,14-01-2021,-33,35,27,-23,-48,19
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,15-01-2021,-30,44,12,-21,-36,14
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,16-01-2021,-28,45,10,-17,-20,11
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,17-01-2021,-32,39,18,-11,-2,9
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,18-01-2021,-25,56,9,-8,-6,10
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,19-01-2021,-26,52,14,-13,-8,11
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,20-01-2021,-25,61,7,-14,-4,12
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,21-01-2021,-26,56,5,-15,-3,13
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,22-01-2021,-25,56,7,-12,-1,13
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,23-01-2021,-28,46,9,-13,-1,11
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,24-01-2021,-30,46,23,-12,5,12
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,25-01-2021,-22,61,17,-12,-6,12
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,26-01-2021,-24,55,28,-13,-26,15
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,27-01-2021,-25,62,12,-12,-2,12
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,28-01-2021,-26,59,11,-15,-1,13
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,29-01-2021,-24,61,5,-11,1,11
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,30-01-2021,-26,59,4,-11,3,8
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,31-01-2021,-29,57,10,-11,13,7
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,01-02-2021,-23,70,6,-9,-1,7
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,02-02-2021,-25,64,10,-10,-5,7
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,03-02-2021,-24,68,-1,-12,-4,8
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,04-02-2021,-25,64,-6,-13,-5,8
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,05-02-2021,-22,62,-8,-11,-3,7
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,06-02-2021,-26,53,-6,-13,-2,6
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,07-02-2021,-27,49,6,-10,0,7
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,08-02-2021,-25,60,-8,-10,-7,6
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,09-02-2021,-27,55,-3,-11,-10,6
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,10-02-2021,-24,67,-9,-10,-6,8
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,11-02-2021,-26,61,-7,-15,-4,10
IN,India,Andhra Pradesh,Anantapuram,,,,ChIJ7UI4G8ZKsTsRi2DdoCb6SF4,12-02-2021,-18,62,-3,-4,-5,6
